month;day;hour;Hothouse;Coldhouse
2;1;:2110;0.126822658;0.0324536
2;1;:2210;0.126822658;0.0324536
2;1;:2310;0.126822658;0.0324536
2;2;:0010;0.126822658;0.0324536
2;2;:0110;0.126822658;0.0324536
2;2;:0210;0.126822658;0.0324536
2;2;:0310;0.126822658;0.0324536
2;2;:0410;0.133868858;0.043271542
2;2;:0510;0.140913912;0.054089145
2;2;:0610;0.162051365;0.075724803
2;2;:0710;0.231394666;0.075724803
2;2;:0810;0.229247311;0.064906861
2;2;:0910;0.19200115;0.0324536
2;2;:1010;0.119058917;0.00116616
2;2;:1110;0.160739997;0.00058308
2;2;:1210;0.102652608;0.00116616
2;2;:1310;0.160739997;0.00058308
2;2;:1410;0.187566232;0.021635658
2;2;:1510;0.177145618;0.01557027
2;2;:1610;0.21188176;0.054089145
2;2;:1710;0.147960111;0.064906861
2;2;:1810;0.147960111;0.064906861
2;2;:1910;0.155006311;0.075724803
2;2;:2010;0.162051365;0.086542745
2;2;:2110;0.162051365;0.086542745
2;2;:2210;0.162051365;0.086542745
2;2;:2310;0.162051365;0.086542745
2;3;:0010;0.155006311;0.069659415
2;3;:0110;0.155006311;0.069659415
2;3;:0210;0.155006311;0.069659415
2;3;:0310;0.155006311;0.069659415
2;3;:0410;0.155006311;0.069659415
2;3;:0510;0.155006311;0.069659415
2;3;:0610;0.176143077;0.097360687
2;3;:0710;0.271752922;0.118996345
2;3;:0810;0.281349004;0.118996345
2;3;:0910;0.233682229;0.080477357
2;3;:1010;0.181580536;0.020322824
2;3;:1110;0.133913761;0.001749014
2;3;:1210;0.113073221;0.00116616
2;3;:1310;0.081812068;0.00116616
2;3;:1410;0.150319383;0.00058308
2;3;:1510;0.19200115;0.037206154
2;3;:1610;0.241483886;0.086542745
2;3;:1710;0.169097565;0.091295299
2;3;:1810;0.176143077;0.102113015
2;3;:1910;0.183188818;0.112930957
2;3;:2010;0.190234331;0.123748899
2;3;:2110;0.190234331;0.123748899
2;3;:2210;0.190234331;0.123748899
2;3;:2310;0.183188818;0.112930957
2;4;:0010;0.183188818;0.112930957
2;4;:0110;0.183188818;0.112930957
2;4;:0210;0.183188818;0.112930957
2;4;:0310;0.183188818;0.112930957
2;4;:0410;0.190234331;0.123748899
2;4;:0510;0.190234331;0.123748899
2;4;:0610;0.211371784;0.151449606
2;4;:0710;0.302021843;0.151449606
2;4;:0810;0.285783922;0.129814287
2;4;:0910;0.223261616;0.063594027
2;4;:1010;0.171159923;0.009504882
2;4;:1110;0.108638304;0.00116616
2;4;:1210;0.071392142;0.00058308
2;4;:1310;0.087797764;0.00116616
2;4;:1410;0.129478843;0.00116616
2;4;:1510;0.177145618;0.01557027
2;4;:1610;0.231394666;0.075724803
2;4;:1710;0.162051365;0.080477357
2;4;:1810;0.169097565;0.091295299
2;4;:1910;0.176143077;0.102113015
2;4;:2010;0.183188818;0.112930957
2;4;:2110;0.183188818;0.112930957
2;4;:2210;0.183188818;0.112930957
2;4;:2310;0.183188818;0.112930957
2;5;:0010;0.176143077;0.097360687
2;5;:0110;0.176143077;0.097360687
2;5;:0210;0.169097565;0.086542745
2;5;:0310;0.162051365;0.075724803
2;5;:0410;0.162051365;0.075724803
2;5;:0510;0.169097565;0.086542745
2;5;:0610;0.183188818;0.108178403
2;5;:0710;0.251573794;0.097360687
2;5;:0810;0.223261616;0.058841473
2;5;:0910;0.181580536;0.026388212
2;5;:1010;0.171159923;0.01557027
2;5;:1110;0.171159923;0.004752554
2;5;:1210;0.187566232;0.021635658
2;5;:1310;0.177145618;0.01557027
2;5;:1410;0.197986158;0.0324536
2;5;:1510;0.187566232;0.021635658
2;5;:1610;0.126822658;0.021635658
2;5;:1710;0.112731404;0
2;5;:1810;0.112731404;0
2;5;:1910;0.105685892;0
2;5;:2010;0.105685892;0
2;5;:2110;0.105685892;0
2;5;:2210;0.112731404;0
2;5;:2310;0.112731404;0
2;6;:0010;0.112731404;0.021635658
2;6;:0110;0.112731404;0.021635658
2;6;:0210;0.112731404;0.021635658
2;6;:0310;0.112731404;0.021635658
2;6;:0410;0.112731404;0.021635658
2;6;:0510;0.112731404;0.021635658
2;6;:0610;0.119777146;0.010817942
2;6;:0710;0.160766801;0
2;6;:0810;0.145884465;0
2;6;:0910;0.119058917;0.00058308
2;6;:1010;0.09821769;0.00058308
2;6;:1110;0.087797764;0.00058308
2;6;:1210;0.07737715;0
2;6;:1310;0.104203386;0.00058308
2;6;:1410;0.135464539;0
2;6;:1510;0.150677466;0
2;6;:1610;0.091594638;0
2;6;:1710;0.091594638;0
2;6;:1810;0.091594638;0
2;6;:1910;0.091594638;0
2;6;:2010;0.084548439;0
2;6;:2110;0.084548439;0
2;6;:2210;0.084548439;0
2;6;:2310;0.084548439;0
2;7;:0010;0.084548439;0
2;7;:0110;0.084548439;0
2;7;:0210;0.084548439;0
2;7;:0310;0.091594638;0
2;7;:0410;0.091594638;0
2;7;:0510;0.098639692;0
2;7;:0610;0.112731404;0
2;7;:0710;0.160766801;0
2;7;:0810;0.145884465;0
2;7;:0910;0.114623999;0.00058308
2;7;:1010;0.09821769;0.00058308
2;7;:1110;0.07737715;0
2;7;:1210;0.07737715;0
2;7;:1310;0.083362846;0.00058308
2;7;:1410;0.108638304;0.00058308
2;7;:1510;0.125043926;0.00058308
2;7;:1610;0.150677466;0
2;7;:1710;0.091594638;0
2;7;:1810;0.091594638;0
2;7;:1910;0.091594638;0
2;7;:2010;0.091594638;0
2;7;:2110;0.084548439;0
2;7;:2210;0.084548439;0
2;7;:2310;0.084548439;0
2;8;:0010;0.083881643;0
2;8;:0110;0.090927728;0
2;8;:0210;0.090927728;0
2;8;:0310;0.090927728;0
2;8;:0410;0.090927728;0
2;8;:0510;0.090927728;0
2;8;:0610;0.105685892;0
2;8;:0710;0.150677466;0
2;8;:0810;0.135464539;0
2;8;:0910;0.114623999;0.00058308
2;8;:1010;0.093782772;0.00058308
2;8;:1110;0.066957224;0
2;8;:1210;0.052101693;0
2;8;:1310;0.052101693;0
2;8;:1410;0.09821769;0.00058308
2;8;:1510;0.114623999;0
2;8;:1610;0.131165248;0.00058308
2;8;:1710;0.090927728;0
2;8;:1810;0.097972897;0
2;8;:1910;0.097972897;0
2;8;:2010;0.097972897;0
2;8;:2110;0.097972897;0
2;8;:2210;0.097972897;0
2;8;:2310;0.097972897;0
2;9;:0010;0.091594638;0
2;9;:0110;0.091594638;0
2;9;:0210;0.084548439;0
2;9;:0310;0.084548439;0
2;9;:0410;0.084548439;0
2;9;:0510;0.084548439;0
2;9;:0610;0.105685892;0
2;9;:0710;0.150677466;0
2;9;:0810;0.125043926;0
2;9;:0910;0.104203386;0.00058308
2;9;:1010;0.07737715;0
2;9;:1110;0.066957224;0
2;9;:1210;0.046115997;0
2;9;:1310;0.056536611;0
2;9;:1410;0.07737715;0
2;9;:1510;0.114623999;0.00058308
2;9;:1610;0.070457185;0
2;9;:1710;0.070457185;0
2;9;:1810;0.070457185;0
2;9;:1910;0.070457185;0
2;9;:2010;0.070457185;0
2;9;:2110;0.063411673;0
2;9;:2210;0.063411673;0
2;9;:2310;0.063411673;0
2;10;:0010;0.063411673;0
2;10;:0110;0.063411673;0
2;10;:0210;0.063411673;0
2;10;:0310;0.063411673;0
2;10;:0410;0.063411673;0
2;10;:0510;0.063411673;0
2;10;:0610;0.084548439;0
2;10;:0710;0.120408545;0
2;10;:0810;0.115421038;0.00058308
2;10;:0910;0.108638304;0.00058308
2;10;:1010;0.09821769;0.00058308
2;10;:1110;0.093782772;0
2;10;:1210;0.07737715;0
2;10;:1310;0.072942233;0
2;10;:1410;0.072942233;0
2;10;:1510;0.087797764;0.00058308
2;10;:1610;0.11098612;0
2;10;:1710;0.070457185;0
2;10;:1810;0.077502926;0
2;10;:1910;0.077502926;0
2;10;:2010;0.070457185;0
2;10;:2110;0.063411673;0
2;10;:2210;0.063411673;0
2;10;:2310;0.063411673;0
2;11;:0010;0.070457185;0
2;11;:0110;0.070457185;0
2;11;:0210;0.070457185;0
2;11;:0310;0.063411673;0
2;11;:0410;0.070457185;0
2;11;:0510;0.070457185;0
2;11;:0610;0.091594638;0
2;11;:0710;0.130498338;0
2;11;:0810;0.104203386;0
2;11;:0910;0.09821769;0.00058308
2;11;:1010;0.087797764;0.00058308
2;11;:1110;0.083362846;0
2;11;:1210;0.07737715;0
2;11;:1310;0.083362846;0
2;11;:1410;0.108638304;0.00058308
2;11;:1510;0.120408545;0
2;11;:1610;0.063411673;0
2;11;:1710;0.063411673;0
2;11;:1810;0.063411673;0
2;11;:1910;0.063411673;0
2;11;:2010;0.063411673;0
2;11;:2110;0.056365473;0
2;11;:2210;0.063411673;0
2;11;:2310;0.063411673;0
2;12;:0010;0.070457185;0
2;12;:0110;0.070457185;0
2;12;:0210;0.070457185;0
2;12;:0310;0.070457185;0
2;12;:0410;0.070457185;0
2;12;:0510;0.070457185;0
2;12;:0610;0.091594638;0
2;12;:0710;0.125510259;0.00058308
2;12;:0810;0.119058917;0.00058308
2;12;:0910;0.093782772;0.00058308
2;12;:1010;0.083362846;0.00058308
2;12;:1110;0.046115997;0
2;12;:1210;0.025275458;0
2;12;:1310;0.041681079;0
2;12;:1410;0.072942233;0
2;12;:1510;0.114623999;0.00058308
2;12;:1610;0.131165248;0
2;12;:1710;0.091594638;0
2;12;:1810;0.091594638;0
2;12;:1910;0.091594638;0
2;12;:2010;0.084548439;0
2;12;:2110;0.077502926;0
2;12;:2210;0.077502926;0
2;12;:2310;0.077502926;0
2;13;:0010;0.077502926;0
2;13;:0110;0.077502926;0
2;13;:0210;0.084548439;0
2;13;:0310;0.084548439;0
2;13;:0410;0.084548439;0
2;13;:0510;0.084548439;0
2;13;:0610;0.105685892;0
2;13;:0710;0.145689387;0.00058308
2;13;:0810;0.129478843;0
2;13;:0910;0.09821769;0
2;13;:1010;0.072942233;0
2;13;:1110;0.062522306;0
2;13;:1210;0.046115997;0
2;13;:1310;0.041681079;0
2;13;:1410;0.072942233;0
2;13;:1510;0.093782772;0
2;13;:1610;0.11098612;0
2;13;:1710;0.070457185;0
2;13;:1810;0.070457185;0
2;13;:1910;0.077502926;0
2;13;:2010;0.084548439;0
2;13;:2110;0.084548439;0
2;13;:2210;0.091594638;0
2;13;:2310;0.091594638;0
2;14;:0010;0.098639692;0
2;14;:0110;0.098639692;0
2;14;:0210;0.098639692;0
2;14;:0310;0.105685892;0
2;14;:0410;0.105685892;0
2;14;:0510;0.105685892;0
2;14;:0610;0.126822658;0.021635658
2;14;:0710;0.161433597;0.004752554
2;14;:0810;0.145884465;0.00058308
2;14;:0910;0.119058917;0.00058308
2;14;:1010;0.087797764;0.00058308
2;14;:1110;0.072942233;0
2;14;:1210;0.066957224;0
2;14;:1310;0.072942233;0
2;14;:1410;0.104203386;0.00058308
2;14;:1510;0.135464539;0
2;14;:1610;0.140587673;0
2;14;:1710;0.091594638;0
2;14;:1810;0.091594638;0
2;14;:1910;0.098639692;0
2;14;:2010;0.098639692;0
2;14;:2110;0.098639692;0
2;14;:2210;0.105685892;0
2;14;:2310;0.105685892;0
2;15;:0010;0.105685892;0
2;15;:0110;0.112731404;0.010817942
2;15;:0210;0.112731404;0.010817942
2;15;:0310;0.112731404;0.010817942
2;15;:0410;0.112731404;0.010817942
2;15;:0510;0.112731404;0.010817942
2;15;:0610;0.133868858;0.0324536
2;15;:0710;0.181613298;0.026388212
2;15;:0810;0.160739997;0
2;15;:0910;0.145884465;0.00058308
2;15;:1010;0.125043926;0.00058308
2;15;:1110;0.119058917;0
2;15;:1210;0.119058917;0.00058308
2;15;:1310;0.114623999;0
2;15;:1410;0.125043926;0.00058308
2;15;:1510;0.125043926;0
2;15;:1610;0.130498338;0
2;15;:1710;0.105685892;0
2;15;:1810;0.084548439;0
2;15;:1910;0.091594638;0
2;15;:2010;0.091594638;0
2;15;:2110;0.091594638;0
2;15;:2210;0.091594638;0
2;15;:2310;0.091594638;0
2;16;:0010;0.098639692;0
2;16;:0110;0.098639692;0
2;16;:0210;0.105685892;0
2;16;:0310;0.105685892;0
2;16;:0410;0.112731404;0.010817942
2;16;:0510;0.112731404;0.010817942
2;16;:0610;0.126822658;0.021635658
2;16;:0710;0.171523504;0.01557027
2;16;:0810;0.135464539;0
2;16;:0910;0.050550915;0
2;16;:1010;0.008869836;0
2;16;:1110;0;0
2;16;:1210;0.035696071;0
2;16;:1310;0.056536611;0
2;16;:1410;0.066957224;0
2;16;:1510;0.104203386;0
2;16;:1610;0.130498338;0
2;16;:1710;0.105685892;0
2;16;:1810;0.105685892;0
2;16;:1910;0.112731404;0.010817942
2;16;:2010;0.119777146;0.021635658
2;16;:2110;0.119777146;0.021635658
2;16;:2210;0.119777146;0.021635658
2;16;:2310;0.119777146;0.021635658
2;17;:0010;0.112731404;0
2;17;:0110;0.112731404;0
2;17;:0210;0.105685892;0
2;17;:0310;0.105685892;0
2;17;:0410;0.105685892;0
2;17;:0510;0.105685892;0
2;17;:0610;0.126822658;0.021635658
2;17;:0710;0.161433597;0
2;17;:0810;0.125043926;0.00058308
2;17;:0910;0.046115997;0
2;17;:1010;0.09821769;0.00058308
2;17;:1110;0.066957224;0
2;17;:1210;0.07737715;0.00058308
2;17;:1310;0.09821769;0
2;17;:1410;0.104203386;0.00058308
2;17;:1510;0.119058917;0.00058308
2;17;:1610;0.140587673;0
2;17;:1710;0.105685892;0
2;17;:1810;0.084548439;0
2;17;:1910;0.084548439;0
2;17;:2010;0.084548439;0
2;17;:2110;0.084548439;0
2;17;:2210;0.084548439;0
2;17;:2310;0.084548439;0
2;18;:0010;0.087593178;0
2;18;:0110;0.087593178;0
2;18;:0210;0.094638919;0
2;18;:0310;0.094638919;0
2;18;:0410;0.094638919;0
2;18;:0510;0.101684431;0
2;18;:0610;0.119777146;0.010817942
2;18;:0710;0.151344376;0.00058308
2;18;:0810;0.145884465;0
2;18;:0910;0.135464539;0
2;18;:1010;0.125043926;0
2;18;:1110;0.119058917;0.00058308
2;18;:1210;0.114623999;0.00058308
2;18;:1310;0.108638304;0.00058308
2;18;:1410;0.125043926;0.00058308
2;18;:1510;0.125043926;0.00058308
2;18;:1610;0.091594638;0
2;18;:1710;0.073501466;0
2;18;:1810;0.080547665;0
2;18;:1910;0.080547665;0
2;18;:2010;0.080547665;0
2;18;:2110;0.080547665;0
2;18;:2210;0.080547665;0
2;18;:2310;0.080547665;0
2;19;:0010;0.084548439;0
2;19;:0110;0.091594638;0
2;19;:0210;0.098639692;0
2;19;:0310;0.105685892;0
2;19;:0410;0.112731404;0.010817942
2;19;:0510;0.105685892;0
2;19;:0610;0.119777146;0.010817942
2;19;:0710;0.161433597;0
2;19;:0810;0.145884465;0
2;19;:0910;0.07737715;0
2;19;:1010;0.09821769;0.00058308
2;19;:1110;0.056536611;0
2;19;:1210;0.046115997;0
2;19;:1310;0.046115997;0
2;19;:1410;0.052101693;0
2;19;:1510;0.104203386;0.00058308
2;19;:1610;0.130498338;0
2;19;:1710;0.150677466;0
2;19;:1810;0.098639692;0
2;19;:1910;0.105685892;0
2;19;:2010;0.112731404;0.010817942
2;19;:2110;0.112731404;0.010817942
2;19;:2210;0.119777146;0.021635658
2;19;:2310;0.119777146;0.021635658
2;20;:0010;0.119777146;0.021635658
2;20;:0110;0.112731404;0.010817942
2;20;:0210;0.105685892;0
2;20;:0310;0.105685892;0
2;20;:0410;0.105685892;0
2;20;:0510;0.105685892;0
2;20;:0610;0.126822658;0.021635658
2;20;:0710;0.171523504;0.010817942
2;20;:0810;0.156305079;0
2;20;:0910;0.129478843;0.00058308
2;20;:1010;0.09821769;0.00058308
2;20;:1110;0.066957224;0
2;20;:1210;0.066957224;0
2;20;:1310;0.029710375;0
2;20;:1410;0.000365644;0
2;20;:1510;0.066957224;0
2;20;:1610;0.135464539;0.00058308
2;20;:1710;0.160766801;0
2;20;:1810;0.098639692;0
2;20;:1910;0.098639692;0
2;20;:2010;0.105685892;0
2;20;:2110;0.112731404;0.010817942
2;20;:2210;0.112731404;0.010817942
2;20;:2310;0.119777146;0.021635658
2;21;:0010;0.126822658;0.021635658
2;21;:0110;0.126822658;0.021635658
2;21;:0210;0.133868858;0.0324536
2;21;:0310;0.133868858;0.0324536
2;21;:0410;0.133868858;0.0324536
2;21;:0510;0.126822658;0.021635658
2;21;:0610;0.140913912;0.043271542
2;21;:0710;0.191702632;0.0324536
2;21;:0810;0.187566232;0.021635658
2;21;:0910;0.177145618;0.010817942
2;21;:1010;0.166725005;0
2;21;:1110;0.150319383;0.00058308
2;21;:1210;0.145884465;0.00058308
2;21;:1310;0.150319383;0.00058308
2;21;:1410;0.166725005;0
2;21;:1510;0.177145618;0.010817942
2;21;:1610;0.126822658;0.021635658
2;21;:1710;0.191035722;0.0324536
2;21;:1810;0.112731404;0
2;21;:1910;0.112731404;0
2;21;:2010;0.112731404;0
2;21;:2110;0.112731404;0
2;21;:2210;0.112731404;0
2;21;:2310;0.112731404;0
2;22;:0010;0.112731404;0.010817942
2;22;:0110;0.119777146;0.021635658
2;22;:0210;0.119777146;0.021635658
2;22;:0310;0.126822658;0.0324536
2;22;:0410;0.126822658;0.0324536
2;22;:0510;0.126822658;0.0324536
2;22;:0610;0.140913912;0.043271542
2;22;:0710;0.201792426;0.043271542
2;22;:0810;0.181580536;0.01557027
2;22;:0910;0.160739997;0.00058308
2;22;:1010;0.119058917;0.00058308
2;22;:1110;0.000365644;0
2;22;:1210;0;0
2;22;:1310;0;0
2;22;:1410;0.014855531;0
2;22;:1510;0.066957224;0
2;22;:1610;0.135464539;0
2;22;:1710;0.191702632;0.0324536
2;22;:1810;0.133868858;0.043271542
2;22;:1910;0.133868858;0.043271542
2;22;:2010;0.140913912;0.054089145
2;22;:2110;0.140913912;0.054089145
2;22;:2210;0.147960111;0.064906861
2;22;:2310;0.147960111;0.064906861
2;23;:0010;0.155006311;0.054089145
2;23;:0110;0.155006311;0.054089145
2;23;:0210;0.155006311;0.054089145
2;23;:0310;0.155006311;0.054089145
2;23;:0410;0.155006311;0.054089145
2;23;:0510;0.162051365;0.064906861
2;23;:0610;0.176143077;0.097360687
2;23;:0710;0.231394666;0.075724803
2;23;:0810;0.171159923;0.01557027
2;23;:0910;0.108638304;0.00116616
2;23;:1010;0.040130989;0
2;23;:1110;0.07737715;0.00058308
2;23;:1210;0.000731287;0
2;23;:1310;0;0
2;23;:1410;0.029710375;0
2;23;:1510;0.119058917;0.00116616
2;23;:1610;0.156305079;0
2;23;:1710;0.191702632;0.0324536
2;23;:1810;0.133868858;0.021635658
2;23;:1910;0.133868858;0.021635658
2;23;:2010;0.133868858;0.021635658
2;23;:2110;0.133868858;0.021635658
2;23;:2210;0.126822658;0.010817942
2;23;:2310;0.126822658;0.010817942
2;24;:0010;0.119777146;0.01557027
2;24;:0110;0.126822658;0.026388212
2;24;:0210;0.140913912;0.048024096
2;24;:0310;0.140913912;0.048024096
2;24;:0410;0.140913912;0.048024096
2;24;:0510;0.133868858;0.037206154
2;24;:0610;0.147960111;0.054089145
2;24;:0710;0.20112563;0.043271542
2;24;:0810;0.129478843;0.00058308
2;24;:0910;0.056536611;0
2;24;:1010;0.019290449;0
2;24;:1110;0.056536611;0
2;24;:1210;0.066957224;0
2;24;:1310;0.072942233;0
2;24;:1410;0.093782772;0.00058308
2;24;:1510;0.129478843;0.00058308
2;24;:1610;0.150677466;0
2;24;:1710;0.105685892;0
2;24;:1810;0.084548439;0
2;24;:1910;0.077502926;0
2;24;:2010;0.077502926;0
2;24;:2110;0.077502926;0
2;24;:2210;0.070457185;0
2;24;:2310;0.070457185;0
2;25;:0010;0.073501466;0
2;25;:0110;0.080547665;0
2;25;:0210;0.080547665;0
2;25;:0310;0.080547665;0
2;25;:0410;0.080547665;0
2;25;:0510;0.073501466;0
2;25;:0610;0.091594638;0
2;25;:0710;0.121075341;0
2;25;:0810;0.114623999;0
2;25;:0910;0.104203386;0
2;25;:1010;0.087797764;0.00058308
2;25;:1110;0.083362846;0.00058308
2;25;:1210;0.046115997;0
2;25;:1310;0.025275458;0
2;25;:1410;0.025275458;0
2;25;:1510;0.072942233;0
2;25;:1610;0.083362846;0
2;25;:1710;0.11098612;0
2;25;:1810;0.073501466;0
2;25;:1910;0.080547665;0
2;25;:2010;0.080547665;0
2;25;:2110;0.080547665;0
2;25;:2210;0.080547665;0
2;25;:2310;0.087593178;0
2;26;:0010;0.084548439;0
2;26;:0110;0.084548439;0
2;26;:0210;0.084548439;0
2;26;:0310;0.084548439;0
2;26;:0410;0.084548439;0
2;26;:0510;0.091594638;0
2;26;:0610;0.112731404;0
2;26;:0710;0.151344376;0
2;26;:0810;0.135464539;0
2;26;:0910;0.104203386;0.00058308
2;26;:1010;0.07737715;0.00058308
2;26;:1110;0.066957224;0
2;26;:1210;0.066957224;0
2;26;:1310;0.056536611;0
2;26;:1410;0.07737715;0
2;26;:1510;0.087797764;0.00058308
2;26;:1610;0.114623999;0
2;26;:1710;0.131165248;0
2;26;:1810;0.084548439;0
2;26;:1910;0.084548439;0
2;26;:2010;0.091594638;0
2;26;:2110;0.091594638;0
2;26;:2210;0.098639692;0
2;26;:2310;0.105685892;0
2;27;:0010;0.115775685;0.010817942
2;27;:0110;0.115775685;0.010817942
2;27;:0210;0.122821885;0.021635658
2;27;:0310;0.129867397;0.0324536
2;27;:0410;0.129867397;0.0324536
2;27;:0510;0.129867397;0.0324536
2;27;:0610;0.147960111;0.054089145
2;27;:0710;0.20112563;0.043271542
2;27;:0810;0.125043926;0.00058308
2;27;:0910;0.07737715;0.00058308
2;27;:1010;0.004434918;0
2;27;:1110;0;0
2;27;:1210;0;0
2;27;:1310;0;0
2;27;:1410;0;0
2;27;:1510;0.004434918;0
2;27;:1610;0.052101693;0
2;27;:1710;0.125510259;0.00058308
2;27;:1810;0.087593178;0
2;27;:1910;0.094638919;0
2;27;:2010;0.101684431;0
2;27;:2110;0.108730631;0
2;27;:2210;0.115775685;0.010817942
2;27;:2310;0.122821885;0.021635658
2;28;:0010;0.119777146;0.021635658
2;28;:0110;0.119777146;0.021635658
2;28;:0210;0.119777146;0.021635658
2;28;:0310;0.119777146;0.021635658
2;28;:0410;0.126822658;0.0324536
2;28;:0510;0.133868858;0.043271542
2;28;:0610;0.155006311;0.064906861
2;28;:0710;0.21121485;0.054089145
2;28;:0810;0.166725005;0
2;28;:0910;0.056536611;0
2;28;:1010;0.004434918;0
2;28;:1110;0;0
2;28;:1210;0;0
2;28;:1310;0.004434918;0
2;28;:1410;0.004434918;0
2;28;:1510;0.087797764;0.00058308
2;28;:1610;0.121075341;0
2;28;:1710;0.131165248;0
2;28;:1810;0.091594638;0
2;28;:1910;0.098639692;0
2;28;:2010;0.105685892;0
2;28;:2110;0.112731404;0.010817942
2;28;:2210;0.112731404;0.010817942
2;28;:2310;0.112731404;0.010817942
3;1;:0010;0.119777146;0.021635658
3;1;:0110;0.119777146;0.021635658
3;1;:0210;0.119777146;0.021635658
3;1;:0310;0.119777146;0.021635658
3;1;:0410;0.119777146;0.021635658
3;1;:0510;0.119777146;0.021635658
3;1;:0610;0.140913912;0.043271542
3;1;:0710;0.180946502;0.021635658
3;1;:0810;0.160739997;0
3;1;:0910;0.139899457;0.00058308
3;1;:1010;0.119058917;0.00058308
3;1;:1110;0.104203386;0.00058308
3;1;:1210;0.07737715;0
3;1;:1310;0.072942233;0
3;1;:1410;0.087797764;0
3;1;:1510;0.104203386;0
3;1;:1610;0.121075341;0
3;1;:1710;0.140587673;0
3;1;:1810;0.091594638;0
3;1;:1910;0.098639692;0
3;1;:2010;0.105685892;0
3;1;:2110;0.105685892;0
3;1;:2210;0.112731404;0.010817942
3;1;:2310;0.119777146;0.021635658
3;2;:0010;0.119777146;0.021635658
3;2;:0110;0.126822658;0.0324536
3;2;:0210;0.126822658;0.0324536
3;2;:0310;0.126822658;0.0324536
3;2;:0410;0.119777146;0.021635658
3;2;:0510;0.119777146;0.021635658
3;2;:0610;0.133868858;0.0324536
3;2;:0710;0.166725005;0
3;2;:0810;0.083362846;0.00058308
3;2;:0910;0.035696071;0
3;2;:1010;0;0
3;2;:1110;0;0
3;2;:1210;0;0
3;2;:1310;0.004434918;0
3;2;:1410;0.046115997;0
3;2;:1510;0.041681079;0
3;2;:1610;0.072942233;0
3;2;:1710;0.11031921;0
3;2;:1810;0.070457185;0
3;2;:1910;0.084548439;0
3;2;:2010;0.091594638;0
3;2;:2110;0.098639692;0
3;2;:2210;0.105685892;0
3;2;:2310;0.112731404;0.010817942
3;3;:0010;0.112731404;0
3;3;:0110;0.112731404;0
3;3;:0210;0.112731404;0
3;3;:0310;0.112731404;0
3;3;:0410;0.119777146;0.010817942
3;3;:0510;0.140913912;0.043271542
3;3;:0610;0.20112563;0.043271542
3;3;:0710;0.187566232;0.021635658
3;3;:0810;0.166725005;0
3;3;:0910;0.139899457;0.00058308
3;3;:1010;0.119058917;0.00058308
3;3;:1110;0.087797764;0.00058308
3;3;:1210;0.07737715;0.00058308
3;3;:1310;0.07737715;0
3;3;:1410;0.07737715;0
3;3;:1510;0.093782772;0.00058308
3;3;:1610;0.125043926;0
3;3;:1710;0.105685892;0
3;3;:1810;0.091594638;0
3;3;:1910;0.098639692;0
3;3;:2010;0.098639692;0
3;3;:2110;0.105685892;0
3;3;:2210;0.105685892;0
3;3;:2310;0.105685892;0
3;4;:0010;0.105685892;0.004752554
3;4;:0110;0.105685892;0.004752554
3;4;:0210;0.098639692;0
3;4;:0310;0.098639692;0
3;4;:0410;0.098639692;0
3;4;:0510;0.119777146;0.010817942
3;4;:0610;0.170856594;0.010817942
3;4;:0710;0.156305079;0
3;4;:0810;0.125043926;0
3;4;:0910;0.104203386;0.00058308
3;4;:1010;0.09821769;0.00058308
3;4;:1110;0.072942233;0
3;4;:1210;0.004434918;0
3;4;:1310;0;0
3;4;:1410;0;0
3;4;:1510;0.000365644;0
3;4;:1610;0.025275458;0
3;4;:1710;0.114623999;0
3;4;:1810;0.084548439;0
3;4;:1910;0.098639692;0
3;4;:2010;0.091594638;0
3;4;:2110;0.098639692;0
3;4;:2210;0.098639692;0
3;4;:2310;0.105685892;0.004752554
3;5;:0010;0.105685892;0
3;5;:0110;0.112731404;0.010817942
3;5;:0210;0.112731404;0.010817942
3;5;:0310;0.119777146;0.021635658
3;5;:0410;0.119777146;0.021635658
3;5;:0510;0.140913912;0.043271542
3;5;:0610;0.20112563;0.043271542
3;5;:0710;0.181580536;0.01557027
3;5;:0810;0.108638304;0.00058308
3;5;:0910;0.000731287;0
3;5;:1010;0;0
3;5;:1110;0;0
3;5;:1210;0;0
3;5;:1310;0;0
3;5;:1410;0;0
3;5;:1510;0;0
3;5;:1610;0.066957224;0
3;5;:1710;0.135464539;0
3;5;:1810;0.091594638;0
3;5;:1910;0.098639692;0
3;5;:2010;0.091594638;0
3;5;:2110;0.098639692;0
3;5;:2210;0.105685892;0
3;5;:2310;0.112731404;0.010817942
3;6;:0010;0.112731404;0.010817942
3;6;:0110;0.112731404;0.010817942
3;6;:0210;0.105685892;0
3;6;:0310;0.105685892;0
3;6;:0410;0.119777146;0.021635658
3;6;:0510;0.147960111;0.054089145
3;6;:0610;0.221304758;0.064906861
3;6;:0710;0.187566232;0.021635658
3;6;:0810;0.07737715;0.00058308
3;6;:0910;0.000365644;0
3;6;:1010;0;0
